feedback_id,respondent_id,question_num,student_feedback,ai_label
q4_f206,206,4,"The course was already tough, so clearer guidance and responsiveness would’ve helped a lot, especially when new deliverables were introduced close to deadlines as it was often hard to get clarification. Also, information dissemination also felt inconsistent, and some defenses left us discouraged rather than supported. A bit more respect and constructive feedback during those sessions could really change the learning atmosphere.",disappointment
q1_f207,207,1,more lab time,disappointment
q2_f207,207,2,"I only liked that the instructor gave us time in class, but it wasn’t useful.",disappointment
q3_f207,207,3,to much info,disappointment
q4_f207,207,4,I really hope for a major reform in this subject.,disappointment
q1_f208,208,1,"This Course heavily relies on materials in order to keep up in learning, like Computer/Laptops. It would be nice for all the needs of the students to be provided in the computer lab. some of the computer does not work. and some of the computer is very slow for this course especially when it comes to virtual machine. and not all student have good laptop for them to keep up with this particular lesson.",disappointment
q2_f208,208,2,The teaching style was boring and unhelpful.,disappointment
q3_f208,208,3,lack of or late proper announcement for exam pointers and quiz schedules,disappointment
q4_f208,208,4,"In some cases, there's no notice on the final grades if ever there is something that needs to be clarified or what.",disappointment
q1_f209,209,1,let's not force the quiz to continue or specially if there's only about 30 minutes or less that are left,disappointment
q2_f209,209,2,Nothing. The way topics were delivered wasn’t clear.,disappointment
q3_f209,209,3,Fast teaching,disappointment
q4_f209,209,4,I hope that announcements will be announce much earlier because usually he arrives late but will announce it also late.,disappointment
q1_f210,210,1,To explain the topics in-depth,disappointment
q2_f210,210,2,"I didn’t like anything, the lectures weren’t understandable.",disappointment
q3_f210,210,3,Sometimes the instructor is too fast when explaining,disappointment
q4_f210,210,4,Please early announcement if hindi magmeet🙏,disappointment
q1_f211,211,1,New updated computer,disappointment
q2_f211,211,2,The only thing I can mention is that the teacher was consistent in being absent.,disappointment
q3_f211,211,3,He's teaching too fast probably due to the short class time.,disappointment
q4_f211,211,4,Early announcement 🙏,disappointment
q1_f212,212,1,do not set a goal if you cannot squeeze it into the lesson,disappointment
q2_f212,212,2,None. The lessons didn’t make sense to me.,disappointment
q3_f212,212,3,Discussions can be slightly too fast at times.,disappointment
q4_f212,212,4,No self study for this course pls (like watch recorded videos or what) we should meet f2f always,disappointment
q1_f213,213,1,"It would be nice to know, where to use the lesson, what use it has for the course I am taking. I'm somewhat lost on where this will be used.",disappointment
q2_f213,213,2,"Nothing, except that I had more free time due to lack of teaching.",disappointment
q3_f213,213,3,Not much clarification on questions,disappointment
q4_f213,213,4,This summer class is bit draining since it's my first. and it's like it doesn't have rest even alternate schedule.,disappointment
q1_f214,214,1,do not overcrowd our brain,disappointment
q2_f214,214,2,"I liked that the slides were colorful, but they didn’t help me learn.",disappointment
q3_f214,214,3,Teaching style,disappointment
q4_f214,214,4,Late announcements.,disappointment
q1_f215,215,1,more class time,disappointment
q2_f215,215,2,None. The teaching felt incomplete.,disappointment
q3_f215,215,3,Short period of time for the activities,disappointment
q4_f215,215,4,Should change the handlers of the subject as this instructirs does absolutely nothibg to the students benefit,disappointment
q1_f216,216,1,more class time,disappointment
q2_f216,216,2,"Honestly, I can’t say I liked any part of it.",disappointment
q3_f216,216,3,"Sometimes, we are afraid to ask po kasi baka mabara po huhu",disappointment
q4_f216,216,4,Appear more in class,disappointment
q1_f217,217,1,good pc for lab activities,disappointment
q2_f217,217,2,The best part was that the class didn’t last too long.,disappointment
q3_f217,217,3,Can be complex sometimes,disappointment
q4_f217,217,4,"It would be very helpful if the professor could be more present, establish clear communication channels, provide timely and detailed instructions, and offer more availability to support students. These changes would greatly enhance the learning experience and help students succeed in a subject as important as Software Engineering.",disappointment
q1_f218,218,1,Show up more,disappointment
q2_f218,218,2,"Nothing, the teaching was ineffective.",disappointment
q3_f218,218,3,He often and mostly do not attend our classes,disappointment
q4_f218,218,4,relies on the ppt,disappointment
q1_f219,219,1,more lesson materials,disappointment
q2_f219,219,2,None. The explanations left me even more confused.,disappointment
q3_f219,219,3,surprise quiz,disappointment
q4_f219,219,4,more time,disappointment
q1_f220,220,1,"open-communication between the teacher and the students, and interactive discussions",disappointment
q2_f220,220,2,"I liked that attendance was easy, but I didn’t learn anything.",disappointment
q3_f220,220,3,Masyadong mabilis si sir magturo,disappointment
q4_f220,220,4,"Ahmm, not a big fan of the praying method. were we have to clap on time to avoid leading the prayer.",disappointment
q1_f221,221,1,incorporate group/individual activities,disappointment
q2_f221,221,2,"Nothing, I felt unsupported in class.",disappointment
q3_f221,221,3,Soft spoken,disappointment
q4_f221,221,4,"i don't like the thumbs up as a way to pick a prayer leader, too spontaneous",disappointment
