feedback_text,question,question_num,emotion
The boring repetition made it predictable.,What did you like best about your instructor's teaching?,Q2,boredom
No changes needed,What changes would you recommend to improve this course?,Q1,satisfaction
"The tone felt intimidating sometimes, but it motivated me.",What did you like least about your instructor's teaching?,Q3,acceptance
It's easy to understand,What did you like least about your instructor's teaching?,Q3,joy
I really can’t point out a least liked aspect.,What did you like least about your instructor's teaching?,Q3,satisfaction
Delivery of lessons,What did you like best about your instructor's teaching?,Q2,satisfaction
"The course is excellent, and more interactive exercises could make it even better.",What changes would you recommend to improve this course?,Q1,satisfaction
Group reports,What did you like best about your instructor's teaching?,Q2,acceptance
Always present,What did you like best about your instructor's teaching?,Q2,acceptance
"Honestly, nothing to like—it was more stressful than helpful.",What did you like best about your instructor's teaching?,Q2,disappointment
Not much. This course has provided me with good leads on how to do/conceptualize a proper capstone project.,What changes would you recommend to improve this course?,Q1,satisfaction
"It was the way he presented information, explained to us in an understanding way, and engaged with the students, showcasing His professionalism in soc...",What did you like best about your instructor's teaching?,Q2,joy
Always all ears for students and considerate at most time,"Any further, constructive comment:",Q4,satisfaction
The rare speed-teaching,What did you like least about your instructor's teaching?,Q3,boredom
"I really appreciated how my instructor made complex topics easier to understand, connected lessons to real-world examples, and encouraged open discuss...",What did you like least about your instructor's teaching?,Q3,joy
I can’t think of anything bad — the teaching was encouraging.,What did you like least about your instructor's teaching?,Q3,joy
more source code and example,What changes would you recommend to improve this course?,Q1,disappointment
"Assessments were long, but they tested skills thoroughly.",What did you like least about your instructor's teaching?,Q3,acceptance
"Honestly, nothing came across as good.",What did you like best about your instructor's teaching?,Q2,disappointment
Including short games could make it more engaging.,What changes would you recommend to improve this course?,Q1,boredom
"No changes, it's fine as it is",What changes would you recommend to improve this course?,Q1,satisfaction
I had fun learning and collaborating with my classmates.,What changes would you recommend to improve this course?,Q1,joy
The instructor makes even challenging topics fun.,What changes would you recommend to improve this course?,Q1,joy
Gives a lot of examples,What did you like best about your instructor's teaching?,Q2,acceptance
Nothing—it was disappointing to attend.,What did you like best about your instructor's teaching?,Q2,disappointment
I liked how repetitive everything was—it made time blur by.,What did you like best about your instructor's teaching?,Q2,boredom
Nothing to complain about.,What did you like least about your instructor's teaching?,Q3,satisfaction
He was very connective with the students giving a sense of security and understanding between teacher and students,What did you like best about your instructor's teaching?,Q2,satisfaction
Explain more the topic,What changes would you recommend to improve this course?,Q1,acceptance
"I respect the way knowledge was shared, though the pacing could be improved.","Any further, constructive comment:",Q4,acceptance
Very clear when discussing,What did you like best about your instructor's teaching?,Q2,joy
